13939,-57.457,1489.6,22.659,97.819,5.3149,-34.209,-34.26,403.18,57.877,6.6398,45.936,-80.342,46.872,-277.35,-50.447,-48.499,-48.457,77.278,-1.0954,54.349,40.763,-120.52,-63.91,32.873,-56.086,155.01,61.214,24.971,60.337,-39.694,29.816,-76.844,-47.515,8.7678,-17.121,33.292,39.965,-25.425,16.118,-64.488,-93.345,37.351,-21.365,39.936,30.22,15.045,48.299,-15.258,0.16763,-11.023,-18.513,12.274,25.065,3.3993,20.07,-14.362,-16.455,-13.18,-48.653,6.797,2.1094,4.6925,-2.9615
104.88,2.0301,-43.655,0.73055,-18.605,-0.98216,41.802,15.619,-178.7,-41.259,207.85,42.61,-149.87,-32.758,71.003,6.1778,22.504,13.473,-25.711,-2.567,-13.431,-13.391,41.114,23.079,-36.337,-10.714,3.283,-3.2532,9.6001,10.667,-27.155,-26.646,35.233,23.42,-16.485,-9.513,4.5579,5.5543,-7.0188,-14.443,19.079,24.052,-16.723,-12.391,5.0706,5.0717,-2.52,-4.0016,-2.4468,-4.5194,4.8125,5.3258,-1.4303,-2.0789,-2.5774,-3.3624,2.5682,-0.34698,3.0702,12.61,-5.004,-14.841,3.1512,17.602
1497.6,31.279,-394.23,28.342,-472.56,-0.63984,-267.69,-19.521,-86.591,-6.5889,-254.07,-97.394,236.66,-24.82,252.16,48.697,50.022,48.014,-85.665,-17.223,29.951,7.2394,37.448,41,-18.614,54.364,-132.19,-28.739,-102.01,-115.52,95.668,-9.3975,70.234,49.103,-15.989,8.922,-26.693,-47.365,45.658,12.979,38.482,63.62,-7.3697,62.954,-64.911,-46.873,-19.494,-59.382,23.932,2.1954,7.0056,14.348,-12.049,-23.217,-2.2325,-28.559,16.733,29.697,11.555,37.442,-0.78781,21.651,-10.124,-9.7705
-90.98,-0.709,-57.508,-8.0465,75.238,-2.8061,68.358,5.7048,10.974,3.7849,21.445,12.595,-46.712,-5.371,5.5316,5.6674,-30.593,-8.61,1.6796,-4.9828,13.764,6.5341,-18.756,-11.643,10.68,-4.9428,16.33,3.6728,13.794,14.851,-10.856,2.9931,-10.185,-5.7563,0.96615,-1.5483,2.4487,4.0159,-3.2365,2.0727,-8.117,-10.274,-0.38188,-12.869,12.26,9.8447,2.385,9.1055,-4.6175,-3.1133,0.81698,1.8621,0.10935,0.78453,0.90415,4.3437,-2.2117,-1.8542,-2.0803,-9.0611,0.10734,-1.8643,1.7127,2.5714
76.245,7.0099,-591.34,-39.707,277.2,-19.985,364.23,28.09,74.727,29.081,-29.096,23.518,-97.087,-4.339,-22.535,4.6615,-55,-12.676,-2.5748,4.853,-53.203,-29.291,11.621,-24.651,38.03,-12.332,52.273,11.623,48.115,50.889,-33.402,10.546,-31.586,-16.292,5.8315,4.5152,-2.2328,15.274,-26.316,-15.483,-10.527,-23.067,-5.1696,-44.231,37.895,22.398,12.942,30.281,-8.6656,7.9544,-3.3002,0.08481,3.8395,4.7219,-0.38511,12.649,-7.1616,-9.6632,-6.6679,-17.312,-2.5515,-23.883,6.4088,0.29421
178.56,4.0678,-98.554,-1.6878,18.107,5.8454,-75.058,-9.5074,61.986,16.177,-120.18,-31.332,99.846,14.013,-8.3922,4.1228,-18.924,-7.8811,9.0455,-7.9934,45.693,25.382,-40.452,-10.577,14.748,10.705,-17.074,-1.5101,-17.054,-18.78,23.005,11.552,-11.076,-8.1262,6.9386,5.0348,-5.7176,-14.07,18.407,19.323,-11.629,-8.7513,9.8782,15.862,-10.009,-4.6461,-3.9546,-7.5743,3.1884,-1.5273,0.2968,2.3638,-2.7737,-5.3574,2.915,-1.4402,0.75384,6.6936,-0.85994,-5.9305,3.9424,16.331,-3.4528,-10.997
119.87,3.1752,-155.53,-11.618,205.97,19.207,-69.718,14.171,-218.3,-48.573,207.99,30.185,-48.993,4.8264,-52.274,-13.753,-9.6006,-24.687,77.614,15.957,3.5317,2.1142,34.155,36.91,-64.694,-13.65,-17.546,-24.136,41.518,28.681,-37.896,-18.105,1.6143,-7.7491,6.0995,-7.0486,11.613,4.1228,2.7116,-4.1025,17.474,29.468,-21.489,-15.181,8.7486,15.307,-7.2705,-5.4197,-7.4973,-13.6,3.2657,-2.3305,1.3691,0.074526,-0.92238,3.4256,1.7181,-9.693,4.4304,12.985,-2.4232,1.1129,2.7475,18.65
20.027,0.29193,12.978,1.5997,3.2968,5.0255,-77.087,-12.306,70.121,12.384,-77.569,-20.741,82.295,16.394,-34.937,-9.2998,34.536,14.388,-27.96,-3.8809,0.67704,2.9178,-17.983,-12.415,16.566,0.9213,10.571,12.36,-22.935,-14.645,13.695,2.1765,4.9464,2.762,2.7016,9.8319,-11.07,-9.1367,7.2397,10.9,-14.174,-19.435,16.062,16.029,-8.7265,-6.9044,-1.4097,-5.3631,6.3893,6.3355,-1.2089,0.95975,-1.4447,-0.67968,1.4503,-1.1946,-0.56398,4.5488,-2.1394,-6.3537,3.4396,7.1641,-3.6195,-13.314
37.212,-0.024904,85.826,5.8945,16.668,14.908,-146.41,-2.7342,-147.01,-42.212,172.65,18.761,-18.231,-1.2485,-4.0843,-11.33,65.288,23.123,-19.156,12.662,-52.295,-22.223,35.07,14.19,-20.229,-5.0602,-3.1151,-3.8367,2.2542,2.8274,-19.246,-27.485,38.481,18.537,0.10203,11.327,-11.052,-0.95724,-5.4901,-9.3831,9.7147,9.4069,-3.912,1.025,-3.2475,0.52355,-4.9192,-10.515,2.5731,-3.2876,5.5763,5.1517,-1.225,1.4535,-1.6871,-1.2942,0.74683,-2.1532,2.0206,8.4514,-1.7216,-4.0825,-0.90533,5.2057
-249.3,-6.0682,135.33,1.3845,5.9055,-2.1721,21.575,-3.6914,66.824,11.498,-7.9205,8.0883,-20.863,6.797,-60.595,-20.217,38.578,6.8462,-7.1553,1.3132,-16.928,-11.643,19.366,4.3458,-4.5792,-5.9959,15.612,5.5644,5.1113,8.8293,-6.9427,3.3628,-8.2437,-3.7689,-2.1847,-3.9558,2.0904,0.16363,0.27367,1.7412,-4.7495,-6.776,3.0365,-1.336,2.5268,-0.99444,3.9973,7.0152,-0.020976,6.2292,-4.7923,-6.6272,1.7586,2.753,0.049318,1.3498,-0.90602,-2.9079,-1.2522,-1.7902,0.96838,-2.0753,0.21802,-2.5266
